candidates preference to courses:
candidate      course2      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course24     course14      course9      course5     course20     course13      course0     course21     course17      course4     course11     course23     course12     course10
candidate571          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.3  Unqualified  Unqualified  Unqualified            0  Unqualified  Unqualified
candidate572            0            0  Unqualified  Unqualified          0.7  Unqualified  Unqualified            1          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.9  Unqualified          0.7          0.9          0.7            1          0.7  Unqualified          0.9          0.2
candidate573          0.4          0.8  Unqualified  Unqualified          0.6          0.1          0.2  Unqualified  Unqualified          0.3  Unqualified          0.5          0.2          0.6          0.1          0.9  Unqualified          0.6  Unqualified          0.1          0.4            1          0.7  Unqualified  Unqualified
candidate574  Unqualified  Unqualified          0.5            0  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.6          0.8          0.4          0.1  Unqualified          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.8
candidate575          0.1          0.9  Unqualified          0.5          0.6  Unqualified          0.7  Unqualified          0.2          0.4            1  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.8  Unqualified  Unqualified          0.9          0.3  Unqualified          0.2          0.7  Unqualified
candidate576          0.2          0.1  Unqualified            0          0.4          0.6  Unqualified  Unqualified          0.9  Unqualified          0.6  Unqualified  Unqualified  Unqualified            1  Unqualified  Unqualified          0.3          0.4            0          0.8            1  Unqualified  Unqualified  Unqualified
candidate577  Unqualified  Unqualified          0.3  Unqualified  Unqualified          0.1  Unqualified          0.6          0.7  Unqualified            1  Unqualified  Unqualified  Unqualified          0.3  Unqualified          0.4          0.2          0.7  Unqualified  Unqualified          0.4          0.4  Unqualified  Unqualified
candidate578  Unqualified  Unqualified          0.1          0.3  Unqualified          0.6          0.2  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.3  Unqualified  Unqualified          0.3            1          0.7  Unqualified
candidate579  Unqualified  Unqualified          0.2          0.3          0.6            1          0.7  Unqualified          0.8  Unqualified          0.6          0.7  Unqualified          0.6  Unqualified            0  Unqualified          0.8  Unqualified          0.1  Unqualified  Unqualified          0.4  Unqualified          0.2
candidate580  Unqualified  Unqualified          0.8          0.5          0.9          0.1  Unqualified            1          0.9  Unqualified  Unqualified          0.7  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.4          0.2          0.9          0.4          0.5          0.5          0.7
candidate581  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.5  Unqualified  Unqualified          0.9            1            0          0.5          0.3  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.7          0.3  Unqualified
candidate582  Unqualified  Unqualified          0.3          0.6            0          0.5  Unqualified          0.6  Unqualified          0.1          0.3          0.4            0  Unqualified          0.1          0.8          0.7  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.4  Unqualified          0.6
candidate583  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified  Unqualified          0.6  Unqualified  Unqualified          0.1  Unqualified          0.7          0.7          0.3          0.6  Unqualified  Unqualified          0.3  Unqualified          0.1          0.4  Unqualified          0.5
candidate584  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.8          0.5          0.9  Unqualified  Unqualified  Unqualified          0.5          0.1          0.9          0.3  Unqualified          0.9          0.2          0.3          0.7
candidate585          0.7          0.9          0.9  Unqualified          0.9          0.8          0.9  Unqualified          0.4  Unqualified          0.1  Unqualified          0.8  Unqualified          0.1          0.3  Unqualified          0.9          0.4          0.2  Unqualified            1            1  Unqualified  Unqualified
candidate586          0.6          0.1  Unqualified          0.7          0.8          0.5  Unqualified  Unqualified          0.9  Unqualified          0.7  Unqualified  Unqualified          0.2  Unqualified          0.4  Unqualified            1          0.9  Unqualified  Unqualified          0.9            1            1          0.8
candidate587  Unqualified  Unqualified  Unqualified            1          0.8  Unqualified  Unqualified          0.4          0.9          0.8  Unqualified  Unqualified            0  Unqualified  Unqualified          0.7          0.3  Unqualified          0.3          0.9          0.7  Unqualified          0.5          0.4  Unqualified
candidate588  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.3  Unqualified          0.3  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.6          0.4          0.5  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.5          0.8          0.6            1
candidate589          0.7          0.3          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.5          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified          0.1  Unqualified          0.4          0.5  Unqualified  Unqualified          0.6          0.6  Unqualified          0.5
candidate590  Unqualified          0.9  Unqualified  Unqualified          0.9  Unqualified            1  Unqualified          0.2  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified          0.7          0.5  Unqualified          0.8  Unqualified          0.5  Unqualified            0  Unqualified  Unqualified
candidate591          0.6  Unqualified          0.1          0.7          0.4  Unqualified          0.4          0.4          0.8  Unqualified  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.9          0.3  Unqualified  Unqualified          0.3  Unqualified          0.9  Unqualified          0.9          0.5
candidate592  Unqualified          0.7  Unqualified  Unqualified          0.1  Unqualified          0.5  Unqualified          0.8          0.1  Unqualified          0.4  Unqualified  Unqualified          0.4  Unqualified  Unqualified            1  Unqualified          0.3            1          0.9  Unqualified          0.1          0.1
candidate593          0.8  Unqualified          0.9            0  Unqualified          0.7  Unqualified  Unqualified          0.7          0.2          0.6          0.6          0.2  Unqualified          0.2  Unqualified          0.1  Unqualified  Unqualified          0.8  Unqualified          0.8  Unqualified  Unqualified  Unqualified
candidate594  Unqualified  Unqualified          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.2  Unqualified  Unqualified          0.7          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.4  Unqualified            1  Unqualified          0.6            0          0.5  Unqualified
candidate595          0.7  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified            1  Unqualified            0          0.5          0.9          0.7  Unqualified          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.1          0.9          0.7
