candidates preference to courses:
candidate      course2     course29      course7      course3     course19     course16     course22     course18     course15      course8      course6      course1     course28     course27     course24     course14      course9      course5     course20     course13     course26     course25      course0     course21     course17      course4     course11     course23     course12     course10
candidate534  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.5          0.5          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.9  Unqualified          0.9  Unqualified          0.8            1
candidate535          0.7          0.1          0.2          0.3          0.3          0.3          0.3          0.2          0.2          0.3  Unqualified          0.4          0.5          0.7          0.3          0.2          0.9            0  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.3          0.6  Unqualified          0.5          0.9
candidate536  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.9  Unqualified  Unqualified          0.1  Unqualified          0.1  Unqualified          0.1          0.3  Unqualified  Unqualified  Unqualified          0.8          0.8          0.3          0.8  Unqualified          0.5            1            0          0.5            1  Unqualified  Unqualified  Unqualified
candidate537  Unqualified          0.2  Unqualified  Unqualified          0.7          0.1  Unqualified          0.4            1          0.4  Unqualified  Unqualified          0.4          0.1          0.6          0.9          0.9  Unqualified          0.3  Unqualified          0.1  Unqualified          0.8          0.2          0.2          0.4  Unqualified  Unqualified          0.4          0.2
candidate538  Unqualified  Unqualified          0.2          0.8          0.2  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.5  Unqualified  Unqualified          0.9          0.8  Unqualified          0.1          0.5  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.9          0.9          0.1  Unqualified  Unqualified
candidate539  Unqualified  Unqualified            1          0.5  Unqualified  Unqualified            1  Unqualified          0.3          0.2  Unqualified          0.7  Unqualified  Unqualified          0.8  Unqualified          0.6          0.2          0.4  Unqualified          0.1  Unqualified          0.3  Unqualified  Unqualified          0.1          0.3  Unqualified          0.2  Unqualified
candidate540          0.2          0.7          0.6          0.7          0.9          0.9          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified          0.9  Unqualified          0.1          0.7  Unqualified  Unqualified  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.8  Unqualified
candidate541  Unqualified          0.8          0.1          0.6  Unqualified          0.6  Unqualified            0          0.3  Unqualified  Unqualified  Unqualified          0.1  Unqualified          0.2          0.6          0.9  Unqualified  Unqualified            0  Unqualified          0.5  Unqualified  Unqualified  Unqualified          0.6          0.4  Unqualified          0.1          0.2
candidate542          0.4          0.7          0.5          0.5  Unqualified          0.7  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified          0.9  Unqualified          0.4  Unqualified          0.6          0.1          0.3          0.1  Unqualified  Unqualified  Unqualified          0.7  Unqualified          0.1  Unqualified  Unqualified          0.7
candidate543  Unqualified  Unqualified          0.6  Unqualified          0.7          0.5          0.9  Unqualified          0.9  Unqualified  Unqualified  Unqualified  Unqualified          0.1          0.5  Unqualified          0.1  Unqualified          0.7            1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.7          0.4  Unqualified  Unqualified          0.4
candidate544  Unqualified          0.2            1  Unqualified  Unqualified  Unqualified          0.1          0.8  Unqualified          0.5  Unqualified  Unqualified          0.8          0.2          0.1  Unqualified          0.1  Unqualified  Unqualified          0.4  Unqualified  Unqualified          0.4          0.3          0.6          0.5  Unqualified  Unqualified  Unqualified          0.7
candidate545  Unqualified          0.2  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified          0.1            0  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate546  Unqualified            0  Unqualified          0.9          0.6          0.8  Unqualified          0.1  Unqualified  Unqualified          0.3          0.5  Unqualified          0.4          0.7  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.5  Unqualified          0.8            0          0.9          0.2            0          0.7  Unqualified
candidate547            0  Unqualified          0.7  Unqualified          0.5          0.3          0.1          0.3  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.3  Unqualified  Unqualified            1          0.8  Unqualified  Unqualified          0.3          0.6            1            1  Unqualified  Unqualified          0.2            1
candidate548          0.7  Unqualified          0.4  Unqualified          0.7          0.8  Unqualified          0.7          0.2  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.1  Unqualified  Unqualified          0.4          0.6          0.9          0.9  Unqualified  Unqualified          0.5          0.9  Unqualified
candidate549            1          0.8          0.9          0.2          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.6          0.8  Unqualified  Unqualified  Unqualified            0          0.3          0.4  Unqualified          0.9  Unqualified          0.9  Unqualified  Unqualified  Unqualified          0.4  Unqualified  Unqualified  Unqualified            0  Unqualified
candidate550          0.2  Unqualified          0.8          0.5            0          0.5          0.5  Unqualified  Unqualified          0.4  Unqualified          0.8          0.8          0.9          0.7          0.3          0.5  Unqualified          0.6  Unqualified          0.5          0.7          0.1  Unqualified          0.8  Unqualified  Unqualified  Unqualified          0.7  Unqualified
candidate551  Unqualified  Unqualified            1  Unqualified  Unqualified          0.2          0.2          0.4  Unqualified          0.4          0.5          0.1  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.2          0.1  Unqualified          0.4            0          0.2  Unqualified  Unqualified  Unqualified
candidate552  Unqualified          0.6  Unqualified  Unqualified  Unqualified  Unqualified          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified          0.8          0.3  Unqualified          0.1  Unqualified          0.7          0.5  Unqualified  Unqualified  Unqualified          0.5            1          0.8  Unqualified  Unqualified  Unqualified  Unqualified  Unqualified
candidate553            0  Unqualified          0.2          0.5  Unqualified  Unqualified  Unqualified  Unqualified          0.2  Unqualified            0  Unqualified  Unqualified          0.3  Unqualified          0.9          0.3  Unqualified            0          0.6          0.6  Unqualified          0.1          0.3  Unqualified  Unqualified          0.9          0.8  Unqualified  Unqualified
candidate554  Unqualified  Unqualified          0.9          0.8  Unqualified            1          0.1  Unqualified  Unqualified  Unqualified          0.5          0.2          0.6  Unqualified  Unqualified          0.9  Unqualified          0.2          0.9  Unqualified          0.2          0.8          0.2  Unqualified          0.1  Unqualified  Unqualified  Unqualified  Unqualified          0.8
